,doc,token,pos,tag,nerLabel
1479,94,manager,NN,I-ARG0,NEO
1480,94,contains,VBZ,B-V,Nothing
1481,94,local,JJ,B-ARG1,NEB
1482,94,privilege,NN,I-ARG1,NEI
1483,94,escalation,NN,I-ARG1,NEI
1484,94,vulnerability,NN,I-ARG1,NEI
1485,94,network,NN,I-ARG1,NEI
1486,94,security,NN,I-ARG1,NEO
1487,95,travel,NN,B-ARGM-ADV,NEB
1488,95,door,NN,I-ARGM-ADV,NEI
1489,95,i,NNS,B-ARG0,NEO
1490,95,have,VBP,O,Nothing
1491,95,found,VBN,B-V,Nothing
1492,95,a,DT,B-ARG1,Nothing
1493,95,vulnerability,NN,I-ARG1,NEB
1494,95,in,IN,B-ARGM-LOC,Nothing
1495,95,your,PRP$,I-ARGM-LOC,Nothing
1496,95,website,NN,I-ARGM-LOC,NEB
1497,96,bank,NN,B-ARG1,NEB
1498,96,of,IN,I-ARG1,Nothing
1499,96,spain,NN,I-ARG1,NEB
1500,96,hit,VBN,B-V,Nothing
1501,96,by,IN,B-ARG2,Nothing
1502,96,dos,JJ,I-ARG2,NEB
1503,96,attack,NN,I-ARG2,NEO
1504,97,ave,NN,O,NEB
1505,97,of,IN,O,Nothing
1506,97,of,IN,O,Nothing
1507,97,of,IN,O,Nothing
1508,97,of,IN,O,Nothing
1509,97,the,DT,O,Nothing
1510,97,decoupled,JJ,O,Nothing
1511,97,download,NN,O,NEB
1512,97,and,CC,O,Nothing
1513,97,installation,NN,O,NEB
1514,97,steps,NNS,O,NEO
1515,97,in,IN,O,Nothing
1516,97,lib,JJ,O,Nothing
1517,97,app,NN,O,NEB
1518,97,before,IN,O,Nothing
1519,97,of,IN,O,Nothing
1520,97,a,DT,O,Nothing
1521,97,a,DT,O,Nothing
1522,97,could,MD,O,Nothing
1523,97,lead,VB,O,Nothing
1524,97,to,TO,O,Nothing
1525,97,a,DT,O,Nothing
1526,97,corrupted,VBN,O,Nothing
1527,97,rpm,NN,O,NEB
1528,97,being,VBG,O,Nothing
1529,97,left,VBN,O,Nothing
1530,97,in,IN,O,Nothing
1531,97,the,DT,O,Nothing
1532,97,cache,NN,O,NEB
1533,97,where,WRB,O,Nothing
1534,97,a,DT,O,Nothing
1535,97,later,RBR,O,Nothing
1536,97,call,NN,O,NEB
1537,97,would,MD,O,Nothing
1538,97,not,RB,O,Nothing
1539,97,display,VB,O,NEB
1540,97,the,DT,O,Nothing
1541,97,corrupted,JJ,O,Nothing
1542,97,rpm,NN,O,NEB
1543,97,warning,NN,O,NEO
1544,97,and,CC,O,Nothing
1545,97,allow,VB,O,Nothing
1546,97,i,NN,O,NEB
1547,97,vul,NN,B-V,NEI
1548,97,mon,NN,O,NEI
1549,97,vulnerability,NN,O,NEI
1550,97,feed,NN,O,NEI
1551,97,vul,NN,O,NEI
1552,98,gillespie,NN,O,NEB
1553,98,of,IN,O,Nothing
1554,98,thomas,NN,O,NEB
1555,98,hansen,NN,O,NEO
1556,98,000,CD,O,Nothing
1557,98,box,NN,O,NEB
1558,98,box,NN,O,NEB
1559,98,support,NN,O,NEO
1560,98,if,IN,B-ARGM-ADV,Nothing
1561,98,your,PRP$,I-ARGM-ADV,Nothing
1562,98,own,JJ,I-ARGM-ADV,NEB
1563,98,hosted,VBN,I-ARGM-ADV,Nothing
1564,98,server,NN,I-ARGM-ADV,NEB
1565,98,is,VBZ,I-ARGM-ADV,Nothing
1566,98,being,VBG,I-ARGM-ADV,Nothing
1567,98,dos,NNS,I-ARGM-ADV,NEB
1568,98,that,WDT,B-ARG1,Nothing
1569,98,is,VBZ,B-V,Nothing
1570,98,still,RB,B-ARGM-TMP,Nothing
1571,98,an,DT,B-ARG2,Nothing
1572,98,attack,NN,I-ARG2,NEB
1573,98,via,IN,B-ARGM-MNR,Nothing
1574,98,your,PRP$,I-ARGM-MNR,Nothing
1575,98,is,VBZ,I-ARGM-MNR,Nothing
1576,99,sony,NN,O,NEB
1577,99,and,CC,O,Nothing
1578,99,microsoft,JJ,O,NEB
1579,99,game,NN,O,NEB
1580,99,sites,VBZ,O,Nothing
1581,99,knew,VBD,O,Nothing
1582,99,dos,JJ,B-ARG1,NEB
1583,99,attacks,NNS,I-ARG1,NEO
1584,99,were,VBD,O,Nothing
1585,99,coming,VBG,B-V,Nothing
1586,100,malta,NN,O,NEB
1587,100,stick,NN,O,NEI
1588,100,bungee,NN,O,NEI
1589,100,i,NN,O,NEO
1590,100,know,VBP,O,Nothing
1591,100,its,PRP$,O,Nothing
1592,100,not,RB,O,Nothing
1593,100,bunnies,NNS,O,NEB
1594,100,fault,VBP,O,Nothing
1595,100,for,IN,O,Nothing
1596,100,the,DT,O,Nothing
1597,100,dos,JJ,O,Nothing
1598,100,bit,NN,O,NEB
1599,100,i,JJ,O,NEO
1600,100,think,VBP,O,Nothing
1601,100,a,DT,B-ARG1,Nothing
1602,100,little,RB,I-ARG1,Nothing
1603,100,more,RBR,I-ARG1,Nothing
1604,100,should,MD,I-ARG1,Nothing
1605,100,be,VB,I-ARG1,Nothing
1606,100,done,VBN,I-ARG1,Nothing
1607,100,for,IN,I-ARG1,Nothing
1608,100,the,DT,I-ARG1,Nothing
1609,100,victims,NNS,I-ARG1,NEB
1610,100,that,WDT,B-R-ARG1,Nothing
1611,100,is,VBZ,B-V,Nothing
1612,100,a,DT,B-ARG2,Nothing
1613,100,time,NN,I-ARG2,NEB
1614,100,investment,NN,I-ARG2,NEI
1615,100,i,NN,I-ARG2,NEO
1616,100,wont,VBP,I-ARG2,Nothing
1617,100,get,VB,I-ARG2,Nothing
1618,100,back,RB,I-ARG2,Nothing
1619,101,miss,VB,O,NEB
1620,101,the,DT,O,Nothing
1621,101,days,NNS,O,NEB
1622,101,when,WRB,O,Nothing
1623,101,there,EX,O,Nothing
1624,101,were,VBD,O,Nothing
1625,101,ask,NN,B-ARG0,NEB
1626,101,traders,NNS,I-ARG0,NEO
1627,101,getting,VBG,B-V,Nothing
1628,101,rest,NN,B-ARG1,NEB
1629,101,by,IN,B-ARGM-MNR,Nothing
1630,101,shitty,JJ,I-ARGM-MNR,NEB
1631,101,dos,JJ,I-ARGM-MNR,Nothing
1632,101,mitigation,NN,I-ARGM-MNR,NEB
1633,101,on,IN,I-ARGM-MNR,Nothing
1634,101,colonies,NNS,I-ARGM-MNR,Nothing
1635,103,ambassador,NN,O,NEO
1636,103,zero,CD,O,Nothing
1637,103,thomas,NN,O,NEB
1638,103,hansen,VBD,O,Nothing
1639,103,000,CD,O,Nothing
1640,103,box,NN,O,NEB
1641,103,box,NN,O,NEB
1642,103,support,NN,O,NEO
1643,103,he,PRP,O,Nothing
1644,103,is,VBZ,O,Nothing
1645,103,not,RB,O,Nothing
1646,103,getting,VBG,O,Nothing
1647,103,dos,NNS,O,NEB
1648,103,on,IN,O,Nothing
1649,103,his,PRP$,O,Nothing
1650,103,internet,NN,O,NEB
1651,103,its,PRP$,O,Nothing
1652,103,the,DT,B-ARG0,Nothing
1653,103,ark,NN,I-ARG0,NEB
1654,103,server,NN,I-ARG0,NEO
1655,103,that,IN,B-R-ARG0,Nothing
1656,103,getting,VBG,B-V,Nothing
1657,103,dos,NN,B-ARG1,NEB
1658,104,android,JJ,O,Nothing
1659,104,apr,NN,O,NEB
1660,104,breaking,VBG,B-V,Nothing
1661,104,vulnerability,NN,B-ARG1,NEB
1662,104,leaks,NNS,O,NEI
1663,104,device,NN,O,NEI
1664,104,data,NNS,O,NEO
1665,105,daily,JJ,O,Nothing
1666,105,leak,VBP,O,NEB
1667,105,virtual,JJ,O,Nothing
1668,105,murdering,NN,O,NEB
1669,105,of,IN,O,Nothing
1670,105,of,IN,O,Nothing
1671,105,to,TO,O,Nothing
1672,105,security,NN,O,NEB
1673,105,team,NN,O,NEO
1674,105,it,PRP,O,Nothing
1675,105,botnet,VBD,O,NEB
1676,105,soon,RB,O,Nothing
1677,105,will,MD,O,Nothing
1678,105,be,VB,O,Nothing
1679,105,made,VBN,O,Nothing
1680,105,after,IN,O,Nothing
1681,105,this,DT,O,Nothing
1682,105,post,NN,O,NEB
1683,105,will,MD,B-V,Nothing
1684,105,be,VB,O,Nothing
1685,105,a,DT,O,Nothing
1686,105,leak,NN,O,NEB
1687,105,in,IN,O,Nothing
1688,105,a,DT,O,Nothing
1689,105,few,JJ,O,Nothing
1690,105,of,IN,O,Nothing
1691,105,more,JJR,O,Nothing
1692,105,logins,NNS,O,NEB
1693,105,from,IN,O,Nothing
1694,105,windows,NNS,O,NEB
1695,105,malware,NN,O,NEO
1696,106,patch,NN,O,NEB
1697,106,beats,NNS,O,NEO
1698,106,microsoft,VBP,O,NEB
1699,106,to,TO,O,Nothing
1700,106,patching,VBG,B-V,Nothing
1701,106,windows,NNS,B-ARG1,NEB
1702,106,of,IN,I-ARG1,Nothing
1703,106,task,NN,I-ARG1,NEB
1704,106,scheduler,NN,I-ARG1,NEO
1705,106,a,DT,I-ARG1,Nothing
1706,106,day,NN,I-ARG1,Nothing
1707,106,vulnerability,NN,I-ARG1,Nothing
1708,108,whats,NNS,O,NEO
1709,108,funny,VBP,O,Nothing
1710,108,is,VBZ,O,Nothing
1711,108,that,IN,O,Nothing
1712,108,i,JJ,O,Nothing
1713,108,knew,VBD,O,Nothing
1714,108,people,NNS,O,NEB
1715,108,on,IN,O,Nothing
1716,108,skype,NN,O,NEB
1717,108,that,WDT,O,Nothing
1718,108,used,VBD,O,Nothing
1719,108,to,TO,B-V,Nothing
1720,108,do,VB,O,Nothing
1721,108,the,DT,O,Nothing
1722,108,same,JJ,O,Nothing
1723,108,thing,NN,O,NEB
1724,108,apart,NN,O,NEO
1725,108,from,IN,O,Nothing
1726,108,me,PRP,O,Nothing
1727,108,dynamic,JJ,O,Nothing
1728,109,emergency,NN,O,NEB
1729,109,fix,NN,O,NEO
1730,109,for,IN,O,Nothing
1731,109,windows,NNS,O,NEB
1732,109,of,IN,O,Nothing
1733,109,task,NN,O,NEB
1734,109,scheduler,NN,O,NEI
1735,109,vulnerability,NN,O,NEO
1736,109,released,VBN,B-V,Nothing
1737,109,by,IN,B-ARG0,Nothing
1738,109,patch,NN,I-ARG0,NEB
1739,110,insecure,NN,O,NEB
1740,110,mongol,NN,O,NEI
1741,110,installation,NN,O,NEO
1742,110,leads,VBZ,O,Nothing
1743,110,to,TO,O,Nothing
1744,110,another,DT,O,Nothing
1745,110,data,NN,O,NEB
1746,110,leak,NN,O,NEO
1747,110,in,IN,O,Nothing
1748,110,security,NN,O,NEI
1749,110,mag,NN,O,NEI
1750,110,devons,NNS,B-ARG0,NEO
1751,110,info,VBP,I-ARG0,Nothing
1752,110,security,NN,I-ARG0,NEI
1753,110,security,NN,I-ARG0,NEI
1754,110,develops,VBZ,B-V,Nothing
1755,110,cube,JJ,B-ARG1,NEB
1756,110,security,NN,O,NEI
1757,110,healthcare,NN,O,NEI
1758,110,latham,NN,O,NEO
1759,111,vulnerability,NN,B-ARG0,NEB
1760,111,in,IN,I-ARG0,Nothing
1761,111,post,NN,I-ARG0,NEB
1762,111,real,JJ,I-ARG0,Nothing
1763,111,jobs,NNS,I-ARG0,NEB
1764,111,before,IN,I-ARG0,Nothing
1765,111,version,NN,I-ARG0,NEB
1766,111,of,IN,I-ARG0,Nothing
1767,111,a,DT,I-ARG0,Nothing
1768,111,a,DT,I-ARG0,Nothing
1769,111,could,MD,B-ARGM-MOD,Nothing
1770,111,lead,VB,B-V,Nothing
1771,111,to,TO,B-ARG2,Nothing
1772,111,man,NN,I-ARG2,NEB
1773,111,in,IN,I-ARG2,Nothing
1774,111,the,DT,I-ARG2,Nothing
1775,111,middle,JJ,I-ARG2,Nothing
1776,111,attack,NN,I-ARG2,NEB
1777,111,cube,NN,I-ARG2,NEI
1778,111,security,NN,I-ARG2,NEI
1779,111,postures,NNS,I-ARG2,NEO
1780,111,java,VBP,I-ARG2,NEB
1781,112,warning,VBG,O,NEB
1782,112,microsoft,JJ,B-ARG0,NEB
1783,112,windows,NNS,I-ARG0,NEI
1784,112,task,NN,I-ARG0,NEI
1785,112,manager,NN,I-ARG0,NEO
1786,112,contains,VBZ,B-V,Nothing
1787,112,local,JJ,B-ARG1,NEB
1788,112,privilege,NN,I-ARG1,NEI
1789,112,escalation,NN,I-ARG1,NEI
1790,112,vulnerability,NN,I-ARG1,NEO
1791,112,a,DT,O,Nothing
1792,112,of,IN,O,Nothing
1793,112,total,JJ,O,Nothing
1794,112,security,NN,O,NEB
1795,112,blog,NN,O,NEO
1796,113,cisco,JJ,O,NEB
1797,113,security,NN,O,NEI
1798,113,advisory,NN,O,NEO
1799,113,on,IN,O,Nothing
1800,113,apache,NN,O,NEB
1801,113,struts,NNS,O,NEI
1802,113,vulnerability,NN,O,NEO
1803,113,includes,VBZ,O,Nothing
1804,113,updated,JJ,O,Nothing
1805,113,list,NN,O,NEB
1806,113,of,IN,O,Nothing
1807,113,products,NNS,B-ARG1,NEB
1808,113,confirmed,VBN,B-V,Nothing
1809,113,vulnerable,JJ,O,Nothing
1810,113,and,CC,O,Nothing
1811,113,not,RB,O,Nothing
1812,113,vulnerable,JJ,O,Nothing
1813,113,cube,NN,O,NEB
1814,113,security,NN,O,NEI
1815,113,network,NN,O,NEI
1816,113,info,NN,O,NEI
1817,113,sec,NN,O,NEO
1818,114,spyware,NN,B-ARG0,NEB
1819,114,company,NN,I-ARG0,NEO
1820,114,leaves,VBZ,B-V,Nothing
1821,114,terabytes,NNS,B-ARG1,NEB
1822,114,of,IN,I-ARG1,Nothing
1823,114,series,NN,I-ARG1,Nothing
1824,116,you,PRP,O,Nothing
1825,116,can,MD,O,Nothing
1826,116,not,RB,O,Nothing
1827,116,contain,VB,O,Nothing
1828,116,me,PRP,B-ARG0,Nothing
1829,116,analysing,VBG,O,Nothing
1830,116,and,CC,O,Nothing
1831,116,exploiting,VBG,B-V,Nothing
1832,116,an,DT,B-ARG1,Nothing
1833,116,elevation,NN,I-ARG1,NEB
1834,116,of,IN,I-ARG1,Nothing
1835,116,privilege,NN,I-ARG1,NEB
1836,116,vulnerability,NN,I-ARG1,NEB
1837,116,in,IN,B-ARGM-LOC,Nothing
1838,116,docker,NN,I-ARGM-LOC,NEB
1839,116,for,IN,B-ARGM-GOL,Nothing
1840,116,windows,NNS,O,Nothing
1841,117,the,DT,O,Nothing
1842,117,new,JJ,O,Nothing
1843,117,ransom,NN,O,NEB
1844,117,are,VBP,O,Nothing
1845,117,disguised,VBN,O,Nothing
1846,117,as,IN,O,Nothing
1847,117,windows,NNS,B-ARG0,NEB
1848,117,activator,NN,I-ARG0,NEO
1849,117,is,VBZ,O,Nothing
1850,117,emerging,VBG,B-V,Nothing
1851,117,in,IN,B-ARGM-LOC,Nothing
1852,117,the,DT,I-ARGM-LOC,Nothing
1853,117,wild,JJ,I-ARGM-LOC,NEB
1854,117,a,DT,O,Nothing
1855,117,of,IN,O,Nothing
1856,117,total,JJ,O,Nothing
1857,117,security,NN,O,NEB
1858,117,blog,NN,O,NEO
1859,118,a,DT,O,Nothing
1860,118,new,JJ,O,Nothing
1861,118,ransom,NN,O,NEB
1862,118,are,VBP,O,Nothing
1863,118,disguising,VBG,O,Nothing
1864,118,as,IN,O,Nothing
1865,118,windows,NNS,B-ARG0,NEB
1866,118,activator,VBP,I-ARG0,Nothing
1867,118,emerging,VBG,B-V,Nothing
1868,118,in,IN,B-ARGM-MNR,Nothing
1869,118,wild,JJ,I-ARGM-MNR,NEB
1870,119,android,NN,O,NEB
1871,119,of,IN,O,Nothing
1872,119,apr,NN,O,NEB
1873,119,breaking,VBG,O,Nothing
1874,119,vulnerability,NN,O,NEB
1875,119,helps,VBZ,O,Nothing
1876,119,hackers,NNS,B-ARG0,NEB
1877,119,steal,JJ,B-V,Nothing
1878,119,useful,JJ,B-ARG1,NEB
1879,119,wifi,NN,I-ARG1,NEI
1880,119,data,NNS,I-ARG1,NEO
1881,120,i,NN,O,NEB
1882,120,added,VBD,O,Nothing
1883,120,a,DT,O,Nothing
1884,120,video,NN,O,NEB
1885,120,to,TO,O,Nothing
1886,120,a,DT,O,Nothing
1887,120,youtube,JJ,O,NEB
1888,120,playlist,NN,O,NEB
1889,120,hacking,VBG,O,Nothing
1890,120,it,PRP,O,Nothing
1891,120,python,JJ,O,Nothing
1892,120,dos,VBZ,B-V,Nothing
1893,120,a,DT,B-ARG1,Nothing
1894,120,griffe,NN,I-ARG1,NEB
1895,120,it,PRP,I-ARG1,Nothing
1896,120,python,VBD,I-ARG1,Nothing
1897,121,babel,NN,O,NEB
1898,121,user,NN,O,NEO
1899,121,are,VBP,O,Nothing
1900,121,quite,RB,O,Nothing
1901,121,large,JJ,O,Nothing
1902,121,but,CC,O,Nothing
1903,121,there,EX,O,Nothing
1904,121,is,VBZ,O,Nothing
1905,121,only,RB,O,Nothing
1906,121,one,CD,O,Nothing
1907,121,maintainer,NN,O,NEB
1908,121,who,WP,O,Nothing
1909,121,have,VBP,O,Nothing
1910,121,to,TO,O,Nothing
1911,121,worry,VB,O,NEB
1912,121,about,IN,O,Nothing
1913,121,bugs,NNS,O,NEB
1914,121,vulnerability,NN,O,NEO
1915,121,by,IN,O,Nothing
1916,121,one,CD,O,Nothing
1917,121,person,NN,O,NEB
1918,121,this,DT,O,Nothing
1919,121,is,VBZ,O,Nothing
1920,121,just,RB,O,Nothing
1921,121,a,DT,O,Nothing
1922,121,free,JJ,O,Nothing
1923,121,gender,NN,O,NEB
1924,121,company,NN,O,NEO
1925,121,and,CC,O,Nothing
1926,121,it,PRP,O,Nothing
1927,121,is,VBZ,O,Nothing
1928,121,not,RB,O,Nothing
1929,121,healthy,JJ,O,Nothing
1930,121,it,PRP,O,Nothing
1931,121,would,MD,O,Nothing
1932,121,be,VB,O,Nothing
1933,121,a,DT,O,Nothing
1934,121,sadness,JJ,O,NEB
1935,121,if,IN,O,Nothing
1936,121,people,NNS,O,NEB
1937,121,only,RB,O,Nothing
1938,121,took,VBD,O,Nothing
1939,121,care,NN,O,NEB
1940,121,of,IN,O,Nothing
1941,121,losses,NNS,O,NEB
1942,121,can,MD,B-ARGM-MOD,Nothing
1943,121,use,VB,B-V,NEB
1944,121,without,IN,B-ARGM-MNR,Nothing
1945,121,paying,VBG,I-ARGM-MNR,Nothing
1946,121,aspect,NN,O,Nothing
1947,122,hacker,NN,O,NEB
1948,122,discloses,NNS,O,NEO
1949,122,unmatched,JJ,O,Nothing
1950,122,windows,NNS,O,NEO
1951,122,zero,CD,O,Nothing
1952,122,day,NN,O,NEB
1953,122,vulnerability,NN,O,NEB
1954,122,with,IN,O,Nothing
1955,122,pc,NN,O,NEB
1956,122,via,IN,O,Nothing
1957,122,theta,NN,O,NEB
1958,122,kernels,NNS,O,NEI
1959,122,windows,NNS,O,NEO
1960,122,of,IN,O,Nothing
1961,122,easy,JJ,O,Nothing
1962,122,to,TO,O,Nothing
1963,122,hack,VB,O,Nothing
1964,122,who,WP,O,Nothing
1965,122,knew,VBD,O,Nothing
1966,122,low,JJ,O,Nothing
1967,122,everyone,NN,B-ARG0,NEB
1968,122,that,WDT,B-R-ARG0,Nothing
1969,122,will,MD,B-ARGM-MOD,Nothing
1970,122,never,RB,B-ARGM-NEG,Nothing
1971,122,use,VB,B-V,NEB
1972,122,it,PRP,B-ARG1,Nothing
1973,123,mw3,NN,O,NEB
1974,123,pwn,VBZ,O,Nothing
1975,123,113,CD,O,NEB
1976,123,azure,NN,O,NEB
1977,123,cant,JJ,O,Nothing
1978,123,beat,VBD,O,NEB
1979,123,them,PRP,O,Nothing
1980,123,dos,VB,O,Nothing
1981,123,them,PRP,B-V,Nothing
1982,124,mozilla,NN,B-ARG1,NEB
1983,124,firefox,VBZ,B-V,NEB
1984,124,a,DT,O,Nothing
1985,124,a,DT,O,Nothing
1986,124,a,DT,O,Nothing
1987,124,a,DT,O,Nothing
1988,124,ref,NN,O,NEB
1989,124,out,IN,O,Nothing
1990,124,of,IN,O,Nothing
1991,124,bounds,NNS,O,NEB
1992,124,denial,JJ,O,Nothing
1993,124,of,IN,O,Nothing
1994,124,service,NN,O,NEB
1995,125,critical,JJ,B-ARG1,NEB
1996,125,vulnerability,NN,I-ARG1,NEO
1997,125,patched,VBN,B-V,Nothing
1998,125,in,IN,B-ARGM-LOC,Nothing
1999,125,pop,NN,I-ARGM-LOC,NEB
2000,125,package,NN,I-ARGM-LOC,NEI
2001,125,repository,NN,I-ARGM-LOC,NEO
2002,126,cracking,VBG,O,Nothing
2003,126,ransom,NN,O,NEB
2004,126,are,VBP,O,Nothing
2005,126,ransom,JJ,B-ARG0,NEB
2006,126,warrior,JJ,I-ARG0,Nothing
2007,126,victims,NNS,I-ARG0,NEB
2008,126,can,MD,B-ARGM-MOD,Nothing
2009,126,now,RB,B-ARGM-TMP,Nothing
2010,126,retrieve,VB,B-V,Nothing
2011,126,files,NNS,B-ARG1,NEB
2012,126,for,IN,I-ARG1,Nothing
2013,126,free,JJ,I-ARG1,Nothing
2014,126,cube,NN,I-ARG1,NEB
2015,126,security,NN,I-ARG1,NEO
2016,127,thanks,NNS,O,NEB
2017,127,for,IN,O,Nothing
2018,127,the,DT,O,Nothing
2019,127,hint,NN,O,NEB
2020,127,brian,JJ,O,Nothing
2021,127,honan,NN,O,NEB
2022,127,apple,NN,O,NEI
2023,127,mac,NN,O,NEO
2024,127,zero,CD,O,Nothing
2025,127,day,NN,O,NEB
2026,127,hack,VB,O,Nothing
2027,127,lets,NNS,O,NEB
2028,127,you,PRP,B-ARG0,Nothing
2029,127,sneakily,RB,B-ARGM-MNR,Nothing
2030,127,click,VB,B-V,Nothing
2031,127,of,IN,B-ARG1,Nothing
2032,127,vulnerability,NN,I-ARG1,NEB
2033,128,how,WRB,O,Nothing
2034,128,hackers,NNS,O,NEB
2035,128,hit,VBP,O,Nothing
2036,128,printers,NNS,O,NEB
2037,128,via,IN,O,Nothing
2038,128,dark,JJ,O,Nothing
2039,128,reading,VBG,O,NEB
2040,128,info,NN,O,NEB
2041,128,sec,NN,O,NEI
2042,128,cube,NN,O,NEI
2043,128,security,NN,O,NEI
2044,128,cube,NN,O,NEI
2045,128,attack,NN,O,NEI
2046,128,hack,NN,O,NEI
2047,128,breach,NN,O,NEI
2048,128,threat,NN,O,NEI
2049,128,dos,NN,O,NEI
2050,128,malware,NN,O,NEI
2051,128,ransom,NN,O,NEO
2052,128,are,VBP,O,Nothing
2053,128,cube,JJ,O,NEI
2054,128,warning,VBG,O,NEB
2055,128,phishing,VBG,B-V,NEB
2056,128,spyware,JJ,O,NEB
2057,128,tech,JJ,O,Nothing
2058,128,technology,NN,O,NEB
2059,128,archon,NN,O,NEI
2060,128,sec,NN,O,NEI
2061,129,legal,JJ,B-ARGM-DIS,NEB
2062,129,place,NN,I-ARGM-DIS,NEO
2063,129,please,VB,B-ARGM-DIS,Nothing
2064,129,notify,IN,B-V,Nothing
2065,129,your,PRP$,B-ARG1,Nothing
2066,129,it,PRP,I-ARG1,Nothing
2067,129,security,NN,I-ARG1,NEB
2068,129,team,NN,I-ARG1,NEO
2069,129,about,IN,B-ARG2,Nothing
2070,129,a,DT,I-ARG2,Nothing
2071,129,security,NN,I-ARG2,NEB
2072,129,vulnerability,NN,I-ARG2,NEB
2073,129,obb,VBP,I-ARG2,Nothing
2074,129,671588,CD,I-ARG2,NEB
2075,129,on,IN,I-ARG2,Nothing
2076,129,your,PRP$,I-ARG2,Nothing
2077,129,website,NN,I-ARG2,NEB
2078,130,cracking,VBG,O,Nothing
2079,130,ransom,NN,O,NEB
2080,130,are,VBP,O,Nothing
2081,130,ransom,JJ,B-ARG0,NEB
2082,130,warrior,JJ,I-ARG0,Nothing
2083,130,victims,NNS,I-ARG0,NEB
2084,130,can,MD,B-ARGM-MOD,Nothing
2085,130,now,RB,B-ARGM-TMP,Nothing
2086,130,retrieve,VB,B-V,Nothing
2087,130,files,NNS,B-ARG1,NEB
2088,130,for,IN,I-ARG1,Nothing
2089,130,free,JJ,I-ARG1,Nothing
2090,130,net,JJ,I-ARG1,Nothing
2091,130,cube,NN,I-ARG1,NEB
2092,130,security,NN,I-ARG1,NEI
2093,130,security,NN,I-ARG1,NEI
2094,130,info,NN,I-ARG1,NEI
2095,130,sec,NN,I-ARG1,NEO
2096,131,man,NN,B-ARGM-DIS,NEB
2097,131,like,IN,I-ARGM-DIS,Nothing
2098,131,jimmy,JJ,B-ARGM-DIS,NEB
2099,131,bungee,NN,I-ARGM-DIS,NEO
2100,131,until,IN,B-ARGM-TMP,Nothing
2101,131,bungee,NNS,I-ARGM-TMP,NEO
2102,131,do,VBP,I-ARGM-TMP,Nothing
2103,131,something,NN,I-ARGM-TMP,NEB
2104,131,about,IN,I-ARGM-TMP,Nothing
2105,131,people,NNS,I-ARGM-TMP,NEB
2106,131,using,VBG,I-ARGM-TMP,Nothing
2107,131,dos,JJ,I-ARGM-TMP,Nothing
2108,131,then,RB,B-ARGM-TMP,Nothing
2109,131,there,EX,B-ARG1,Nothing
2110,131,int,RB,I-ARG1,Nothing
2111,131,much,JJ,I-ARG1,Nothing
2112,131,we,PRP,I-ARG1,Nothing
2113,131,can,MD,I-ARG1,Nothing
2114,131,do,VB,I-ARG1,Nothing
2115,131,happened,VBD,B-V,Nothing
2116,131,to,TO,B-ARG2,Nothing
2117,131,me,PRP,I-ARG2,Nothing
2118,131,the,DT,B-ARGM-TMP,Nothing
2119,131,other,JJ,I-ARGM-TMP,NEB
2120,131,week,NN,I-ARGM-TMP,NEO
2121,132,emergency,NN,O,NEB
2122,132,fix,NN,O,NEO
2123,132,for,IN,O,Nothing
2124,132,windows,NNS,O,NEB
2125,132,of,IN,O,Nothing
2126,132,task,NN,O,NEB
2127,132,scheduler,NN,O,NEI
2128,132,vulnerability,NN,O,NEO
2129,132,released,VBN,B-V,Nothing
2130,132,by,IN,B-ARG0,Nothing
2131,132,patch,NN,I-ARG0,NEB
2132,132,via,IN,B-ARGM-MNR,Nothing
2133,132,body,NN,I-ARGM-MNR,NEB
2134,132,to,TO,O,Nothing
2135,133,today,NN,O,NEB
2136,133,id,VBP,O,Nothing
2137,133,like,IN,O,Nothing
2138,133,to,TO,O,Nothing
2139,133,share,NN,O,NEB
2140,133,a,DT,O,Nothing
2141,133,full,JJ,O,Nothing
2142,133,path,NN,O,NEB
2143,133,analysis,NN,O,NEO
2144,133,including,VBG,O,Nothing
2145,133,a,DT,O,Nothing
2146,133,kickback,NN,O,NEB
2147,133,attack,NN,O,NEO
2148,133,which,WDT,O,Nothing
2149,133,took,VBD,O,Nothing
2150,133,me,PRP,O,Nothing
2151,133,to,TO,O,Nothing
2152,133,gain,VB,O,Nothing
2153,133,full,JJ,B-V,Nothing
2154,133,access,NN,B-ARG1,NEB
2155,133,to,TO,I-ARG1,Nothing
2156,133,an,DT,I-ARG1,Nothing
2157,133,entire,JJ,I-ARG1,Nothing
2158,133,sniff,NN,I-ARG1,NEB
2159,133,go,VBP,I-ARG1,Nothing
2160,133,i,JJ,I-ARG1,Nothing
2161,133,botnet,NN,I-ARG1,NEB
2162,133,in,IN,I-ARG1,Nothing
2163,133,other,JJ,I-ARG1,Nothing
2164,133,words,NNS,I-ARG1,NEB
2165,133,from,IN,I-ARG1,Nothing
2166,133,a,DT,I-ARG1,Nothing
2167,135,dos,JJ,O,NEO
2168,135,attack,NN,O,NEO
2169,135,from,IN,O,Nothing
2170,135,anonymous,JJ,O,Nothing
2171,135,catalonia,NN,O,NEB
2172,135,cripples,NNS,O,NEI
2173,135,bank,NN,O,NEO
2174,135,of,IN,O,Nothing
2175,135,spain,JJ,O,NEB
2176,135,website,NN,O,NEB
2177,135,by,IN,O,Nothing
2178,135,was,VBD,O,Nothing
2179,135,the,DT,O,Nothing
2180,135,official,JJ,O,Nothing
